Complexity,Loss,Equation
1,0.5669585561392688,"-0.018729656609885702"
3,0.21871436659017512,"x1 * -1.1505862575610062"
5,0.13253985588202527,"(x2 * x2) * -0.11168670670400174"
7,0.0006516311160510245,"((x2 * -0.22246054743216656) + x1) * -0.9043927266747405"
